2
0.753697	0.206378	C3
0.426092	0.533974	C3
0.280993	0.679008	C3
0.291723	0.668272	C3
0.430568	0.529317	C3
0.297248	0.662620	C3
0.840237	0.119574	C3
0.745703	0.214092	C3
0.056646	0.903145	C3
0.237399	0.722382	C3
0.436887	0.522875	C3
0.451797	0.507956	C3
0.798234	0.161498	C3
0.497469	0.462236	C3
0.922326	0.037367	C3
0.060495	0.899183	C3
0.907189	0.052476	C3
0.330791	0.628795	C3
0.794053	0.165502	C3
0.388928	0.570617	C3
0.669505	0.289981	C3
0.311885	0.647559	C3
0.716895	0.242506	C3
0.108493	0.850899	C3
0.832351	0.127032	C3
0.657410	0.301957	C3
0.738130	0.221176	C3
0.294687	0.664614	C3
0.030395	0.928888	C3
0.648809	0.310457	C3
0.532282	0.426900	C3
0.484382	0.474765	C3
0.886143	0.072995	C3
0.621091	0.337821	C3
0.450838	0.507981	C3
0.605242	0.353570	C3
0.584708	0.373970	C3
0.309503	0.649118	C3
0.502516	0.455965	C3
0.882502	0.075922	C3
0.583267	0.375154	C3
0.858827	0.099568	C3
0.014958	0.943433	C3
0.604116	0.354194	C3
0.394793	0.563454	C3
0.880139	0.078107	C3
0.165771	0.792392	C3
0.585107	0.373023	C3
0.937263	0.020867	C3
0.937476	0.020542	C3
0.110362	0.847495	C3
0.858005	0.099808	C3
0.658457	0.299283	C3
0.561472	0.396180	C3
0.859648	0.097972	C3
0.897431	0.060098	C3
0.830206	0.127277	C3
0.248343	0.709139	C3
0.841571	0.115686	C3
0.741903	0.215352	C3
0.437052	0.520182	C3
0.500133	0.457068	C3
0.587321	0.369618	C3
0.328082	0.628810	C3
0.098061	0.858712	C3
0.170795	0.785756	C3
0.470150	0.486364	C3
0.067511	0.888944	C3
0.526606	0.429772	C3
0.023997	0.932372	C3
0.798596	0.157654	C3
0.391753	0.564254	C3
0.544876	0.410912	C3
0.632748	0.322796	C3
0.082089	0.873260	C3
0.100444	0.854384	C3
0.532357	0.422437	C3
0.124146	0.830542	C3
0.587515	0.367066	C3
0.166834	0.787451	C3
0.437167	0.517063	C3
0.824135	0.129816	C3
0.112762	0.841185	C3
0.167125	0.786544	C3
0.473474	0.479915	C3
0.691712	0.260095	C3
0.474975	0.475465	C3
0.688876	0.260726	C3
0.771737	0.546229	C1
0.577250	0.732317	C1
0.973352	0.327654	C1
0.725036	0.553184	C1
0.478193	0.787443	C1
0.283226	0.981993	C1
0.422490	0.834295	C1
0.362223	0.894322	C1
0.676780	0.572214	C1
0.773489	0.469840	C1
0.860533	0.378867	C1
0.895260	0.342084	C1
0.807015	0.430249	C1
0.432122	0.803942	C1
0.899353	0.336456	C1
0.327597	0.907936	C1
0.605935	0.628898	C1
0.998065	0.233242	C1
0.864908	0.361129	C1
0.788432	0.435823	C1
0.871276	0.351377	C1
0.211366	0.994005	C1
0.614162	0.581375	C1
0.161601	0.996457	C1
0.119863	0.997356	C1
0.108564	0.998926	C1
0.999053	0.095043	C1
0.999748	0.077575	C1
0.053494	0.999331	C1
1.000000	0.046116	C1
0.045130	1.000000	C1
0.530643	0.505473	C2
0.844170	0.191925	C2
0.406997	0.629055	C2
0.385311	0.650733	C2
0.677561	0.358443	C2
0.818067	0.217928	C2
0.859328	0.176594	C2
0.333364	0.702549	C2
0.275890	0.760011	C2
0.502997	0.532900	C2
0.712864	0.323031	C2
0.598010	0.437882	C2
0.617365	0.418513	C2
0.159791	0.876080	C2
0.106851	0.929010	C2
0.777516	0.258343	C2
0.415331	0.620521	C2
0.615395	0.420351	C2
0.485097	0.550645	C2
0.080190	0.955443	C2
0.550288	0.485336	C2
0.734098	0.301525	C2
0.727457	0.308156	C2
0.297846	0.737727	C2
0.654180	0.381383	C2
0.215571	0.819971	C2
0.726510	0.309004	C2
0.802549	0.232936	C2
0.544094	0.491355	C2
0.407730	0.627708	C2
0.490500	0.544932	C2
0.926942	0.108473	C2
0.821165	0.214224	C2
0.656315	0.378999	C2
0.812233	0.223064	C2
0.707415	0.327872	C2
0.805978	0.229291	C2
0.533522	0.501742	C2
0.658656	0.376592	C2
0.166496	0.868722	C2
0.204634	0.830583	C2
0.064444	0.970759	C2
0.341300	0.693891	C2
0.492553	0.542612	C2
0.888603	0.146541	C2
0.437861	0.597212	C2
0.175255	0.859813	C2
0.133496	0.901559	C2
0.409754	0.625300	C2
0.816856	0.218187	C2
0.272291	0.762747	C2
0.221698	0.813303	C2
0.685014	0.349970	C2
0.133767	0.901214	C2
0.172841	0.862137	C2
0.442021	0.592878	C2
0.513743	0.521145	C2
0.935726	0.099133	C2
0.818795	0.215984	C2
0.977609	0.057168	C2
0.686585	0.348163	C2
0.747160	0.287571	C2
0.582220	0.452503	C2
0.636486	0.398198	C2
0.730457	0.304193	C2
0.237840	0.796799	C2
0.910913	0.123687	C2
0.234836	0.799748	C2
0.905362	0.129221	C2
0.838319	0.196242	C2
0.559922	0.474599	C2
0.265072	0.769445	C2
0.298899	0.735603	C2
0.041378	0.993039	C2
0.703656	0.330756	C2
0.893835	0.140569	C2
0.516763	0.517603	C2
0.824467	0.209883	C2
0.719627	0.314718	C2
0.545330	0.488996	C2
0.768301	0.266019	C2
0.212123	0.822153	C2
0.317882	0.716390	C2
0.718544	0.315645	C2
0.568348	0.465830	C2
0.624812	0.409346	C2
0.651531	0.382603	C2
0.331229	0.702880	C2
0.566069	0.468030	C2
0.627462	0.406628	C2
0.247990	0.786089	C2
0.636552	0.397518	C2
0.034578	0.999438	C2
0.452609	0.581386	C2
0.098722	0.935241	C2
0.830846	0.203107	C2
0.797756	0.236165	C2
0.564493	0.469426	C2
0.710078	0.323735	C2
0.485297	0.548492	C2
0.190819	0.842961	C2
0.783970	0.249782	C2
0.495392	0.538344	C2
0.566664	0.467059	C2
0.806181	0.227532	C2
0.520257	0.513435	C2
0.939154	0.094533	C2
0.263649	0.769984	C2
0.557435	0.476167	C2
0.492994	0.540605	C2
0.498772	0.534813	C2
0.932103	0.101441	C2
0.755101	0.278414	C2
0.573009	0.460503	C2
0.890658	0.142787	C2
0.445653	0.587792	C2
0.290496	0.742948	C2
0.736074	0.297338	C2
0.433081	0.600316	C2
0.460181	0.573108	C2
0.438401	0.594873	C2
0.755463	0.277764	C2
0.660324	0.372844	C2
0.062233	0.970930	C2
0.404050	0.629100	C2
0.605359	0.427783	C2
0.962345	0.070768	C2
0.850096	0.182925	C2
0.602319	0.430551	C2
0.360976	0.671887	C2
0.498827	0.534016	C2
0.919009	0.113769	C2
0.465363	0.567388	C2
0.453715	0.578996	C2
0.359632	0.673070	C2
0.246472	0.786198	C2
0.357480	0.675188	C2
0.540745	0.491906	C2
0.881158	0.151437	C2
0.777761	0.254803	C2
0.093317	0.939240	C2
0.642093	0.390432	C2
0.128599	0.903924	C2
0.169458	0.863043	C2
0.421593	0.610900	C2
0.347362	0.685118	C2
0.154348	0.878114	C2
0.313681	0.718742	C2
0.638999	0.393424	C2
0.249873	0.782545	C2
0.901242	0.131034	C2
0.682107	0.350110	C2
0.661156	0.371053	C2
0.989959	0.042235	C2
0.197374	0.834772	C2
0.367943	0.664161	C2
0.266311	0.765789	C2
0.460646	0.571441	C2
0.433277	0.598791	C2
0.183863	0.848172	C2
0.223024	0.809006	C2
0.508170	0.523859	C2
0.617823	0.414178	C2
0.088936	0.943004	C2
0.430035	0.601829	C2
0.960298	0.071565	C2
0.142293	0.889542	C2
0.644710	0.387060	C2
0.930257	0.101504	C2
0.523417	0.508227	C2
0.224076	0.807509	C2
0.321627	0.709921	C2
0.256518	0.774983	C2
0.737171	0.294297	C2
0.311977	0.719483	C2
0.794756	0.236687	C2
0.986184	0.045248	C2
0.467151	0.564265	C2
0.229561	0.801848	C2
0.678429	0.352937	C2
0.936611	0.094718	C2
0.668069	0.363227	C2
0.679671	0.351593	C2
0.698710	0.332497	C2
0.205780	0.825352	C2
0.906777	0.124297	C2
0.583875	0.447189	C2
0.091485	0.939566	C2
0.963056	0.067949	C2
0.477158	0.553831	C2
0.355347	0.675633	C2
0.922220	0.108757	C2
0.631400	0.399566	C2
0.477779	0.553084	C2
0.669086	0.361749	C2
0.942571	0.088243	C2
0.144672	0.886001	C2
0.845603	0.185039	C2
0.448368	0.582230	C2
0.066029	0.964319	C2
0.462327	0.567944	C2
0.036338	0.993920	C2
0.050782	0.979355	C2
0.303724	0.726312	C2
0.598634	0.431385	C2
0.575739	0.454250	C2
0.322306	0.707666	C2
0.742130	0.287803	C2
0.574144	0.455782	C2
0.160515	0.869404	C2
0.967465	0.062452	C2
0.145529	0.884373	C2
0.921038	0.108806	C2
0.478447	0.551366	C2
0.251205	0.778579	C2
0.460897	0.568864	C2
0.036390	0.993350	C2
0.619394	0.410342	C2
0.758297	0.271337	C2
0.859746	0.169880	C2
0.912158	0.117425	C2
0.286038	0.743537	C2
0.695496	0.334029	C2
0.453964	0.575527	C2
0.779278	0.249896	C2
0.825466	0.203554	C2
0.472111	0.556854	C2
0.349853	0.678995	C2
0.122236	0.906571	C2
0.550594	0.478137	C2
0.871376	0.157250	C2
0.740151	0.288463	C2
0.304372	0.724217	C2
0.048968	0.979529	C2
0.756741	0.271718	C2
0.349987	0.678437	C2
0.123869	0.904542	C2
0.374263	0.654120	C2
0.080464	0.947809	C2
0.051871	0.976305	C2
0.390075	0.637971	C2
0.277326	0.750605	C2
0.584124	0.443667	C2
0.872657	0.155002	C2
0.415351	0.612112	C2
0.361886	0.665512	C2
0.424000	0.603304	C2
0.375663	0.651492	C2
0.224397	0.802642	C2
0.044235	0.982658	C2
0.388667	0.638221	C2
0.304397	0.722477	C2
0.996187	0.030480	C2
0.240177	0.786415	C2
0.789213	0.236986	C2
0.422122	0.604024	C2
0.108131	0.917979	C2
0.025916	0.999808	C2
0.394080	0.631455	C2
0.786535	0.237740	C2
0.946370	0.077758	C2
0.279699	0.743821	C2
0.945321	0.077787	C2
0.784542	0.238273	C2
0.687445	0.334626	C2
0.108267	0.909679	C2
0.108902	0.908777	C2
0.108515	0.908964	C2
0.998420	0.015042	C2
0.999892	0.012982	C2
